Weather,Road_Type,Time,Vehicle_Count,Speed,Accident
Rainy,Rural,6,115,94.0,0
Foggy,Rural,3,235,127.0,1
Sunny,Rural,2,13,77.0,0
Foggy,City,14,27,35.0,0
Sunny,Highway,7,60,70.0,0
Foggy,Rural,2,205,46.0,0
Rainy,Rural,6,29,70.0,0
Foggy,City,17,131,94.0,1
,Rural,10,146,35.0,0
Sunny,City,10,89,106.0,0
Rainy,,16,163,79.0,0
Foggy,Highway,5,111,95.0,1
Rainy,Rural,7,34,59.0,0
Foggy,Rural,0,205,86.0,1
Foggy,Rural,9,178,21.0,1
Rainy,City,18,68,121.0,0
Foggy,,2,54,67.0,0
Rainy,Rural,3,50,71.0,0
Foggy,Highway,10,47,43.0,0
Sunny,Rural,14,126,112.0,0
Rainy,Highway,0,28,129.0,0
Foggy,Rural,8,23,117.0,1
Foggy,Highway,10,136,103.0,1
Sunny,Rural,18,158,101.0,0
Rainy,Highway,12,152,97.0,1
Foggy,City,15,12,101.0,0
Sunny,Highway,3,46,21.0,0
Foggy,Highway,0,126,84.0,0
Rainy,Highway,19,183,39.0,0
Foggy,Rural,12,25,53.0,0
Foggy,Rural,0,151,60.0,0
Foggy,Rural,4,18,,0
Foggy,City,4,248,94.0,1
Sunny,City,13,16,110.0,0
Sunny,Highway,22,151,42.0,0
Rainy,City,13,143,57.0,0
Sunny,Highway,7,222,63.0,0
Sunny,,3,24,,0
Rainy,Highway,6,189,81.0,0
Sunny,City,19,81,31.0,0
Sunny,Rural,18,171,49.0,0
Rainy,City,14,113,114.0,0
Rainy,Highway,21,138,106.0,0
Rainy,Highway,3,105,84.0,0
Foggy,City,18,131,60.0,0
Foggy,,8,124,39.0,0
Rainy,Highway,20,206,25.0,0
Rainy,City,12,231,94.0,1
Rainy,City,13,223,118.0,1
Foggy,City,22,157,23.0,0
Foggy,Highway,13,89,112.0,0
Sunny,Highway,21,16,29.0,0
Sunny,Rural,9,144,70.0,0
Rainy,Rural,15,59,112.0,0
Foggy,City,4,139,57.0,0
Foggy,Rural,22,56,20.0,0
Foggy,Highway,5,23,123.0,0
Rainy,Rural,1,40,27.0,0
Sunny,Highway,12,59,121.0,0
Rainy,City,12,198,100.0,1
Sunny,City,18,50,102.0,0
Sunny,Highway,17,23,82.0,0
Rainy,Rural,18,142,52.0,0
Sunny,City,0,212,34.0,0
Sunny,City,7,241,128.0,0
Foggy,Rural,21,14,50.0,0
Sunny,Rural,15,201,40.0,0
Rainy,Highway,1,166,22.0,0
Rainy,Rural,7,212,85.0,0
Sunny,Rural,5,14,54.0,0
Foggy,Rural,15,122,60.0,0
Foggy,Highway,22,127,78.0,0
Sunny,Highway,10,105,35.0,0
Sunny,City,16,45,75.0,0
Rainy,Highway,22,88,64.0,0
Sunny,City,18,28,78.0,0
Foggy,Rural,10,201,69.0,1
Sunny,City,7,31,104.0,0
Rainy,City,21,171,31.0,0
Rainy,Rural,3,65,111.0,0
Rainy,City,10,26,31.0,0
Rainy,Highway,7,213,52.0,0
Rainy,Highway,8,226,103.0,1
,Highway,1,193,123.0,0
Sunny,Highway,15,26,68.0,0
Sunny,City,5,211,40.0,0
Sunny,City,20,229,79.0,0
Rainy,Rural,20,219,71.0,0
Foggy,City,18,155,73.0,1
Sunny,City,7,182,58.0,0
Foggy,City,13,233,124.0,1
Sunny,Rural,23,87,68.0,0
Sunny,Highway,15,65,125.0,0
Foggy,City,11,89,83.0,0
Rainy,Rural,4,59,119.0,0
Sunny,Rural,23,67,105.0,0
Sunny,Rural,23,27,45.0,0
Sunny,,18,217,90.0,0
Foggy,City,17,218,26.0,1
Rainy,Rural,8,144,91.0,1
Foggy,Highway,1,85,81.0,0
Foggy,Rural,19,235,109.0,1
Rainy,Rural,11,19,107.0,0
Foggy,Rural,1,78,43.0,0
Rainy,Rural,9,94,59.0,0
Sunny,Rural,0,140,95.0,0
Rainy,Highway,3,92,66.0,0
Sunny,City,11,118,27.0,0
Foggy,City,8,53,73.0,0
Foggy,City,3,236,28.0,0
Sunny,City,8,207,22.0,0
Foggy,Highway,5,151,73.0,1
Rainy,Highway,0,141,40.0,0
Sunny,Highway,9,246,114.0,0
Foggy,Rural,13,27,67.0,0
Sunny,Rural,21,102,66.0,0
Rainy,Rural,17,236,107.0,1
Rainy,City,5,189,87.0,0
Foggy,Rural,17,47,103.0,1
Rainy,City,19,217,82.0,1
Sunny,Rural,15,157,35.0,0
Rainy,City,14,225,93.0,1
,Rural,15,236,126.0,0
Sunny,Rural,7,181,109.0,0
Rainy,Highway,12,60,112.0,0
Foggy,Rural,22,28,24.0,0
Rainy,,10,129,30.0,0
Sunny,Highway,6,77,48.0,0
Sunny,City,16,234,128.0,0
Rainy,Highway,17,75,98.0,0
Foggy,Highway,21,150,89.0,0
Foggy,City,22,199,67.0,1
Sunny,Rural,18,198,34.0,0
Sunny,City,12,246,126.0,0
Foggy,Rural,14,167,103.0,1
Rainy,Rural,22,107,53.0,0
Sunny,City,21,167,79.0,0
Sunny,Highway,21,188,81.0,0
Foggy,City,0,97,21.0,0
Rainy,Rural,15,185,127.0,1
Foggy,City,4,245,99.0,1
Rainy,City,2,42,38.0,0
Rainy,Rural,22,114,,0
Rainy,Highway,9,83,68.0,0
Sunny,City,18,91,97.0,0
Foggy,Rural,4,28,107.0,0
Foggy,Rural,6,80,47.0,0
Rainy,City,13,66,67.0,0
Sunny,Highway,2,156,115.0,0
Sunny,City,12,225,56.0,0
Foggy,Highway,12,88,93.0,0
Sunny,Highway,9,178,68.0,0
Sunny,Highway,1,51,128.0,0
Rainy,Highway,5,224,67.0,0
Sunny,City,7,189,92.0,0
Rainy,Rural,3,125,107.0,0
Foggy,Rural,11,13,119.0,0
Sunny,Rural,14,239,48.0,0
Foggy,Rural,7,13,79.0,0
Foggy,Rural,6,14,48.0,0
Sunny,Rural,13,50,77.0,0
Sunny,City,22,117,67.0,0
Foggy,Highway,18,96,42.0,0
Sunny,Rural,13,113,46.0,0
Rainy,City,21,126,114.0,0
Rainy,Rural,12,110,126.0,0
Sunny,Rural,20,198,26.0,0
Foggy,Highway,0,84,68.0,0
Sunny,Highway,18,192,73.0,0
Sunny,Highway,0,84,128.0,0
Foggy,Rural,3,22,87.0,0
Foggy,,9,151,97.0,1
Rainy,Rural,2,197,125.0,1
Foggy,Highway,19,209,61.0,1
Rainy,City,8,34,93.0,0
Foggy,Rural,2,219,78.0,1
Sunny,Rural,5,124,63.0,0
Rainy,Rural,5,181,117.0,1
Rainy,City,22,245,45.0,0
Rainy,Rural,11,91,42.0,0
Sunny,City,22,19,92.0,0
Sunny,Rural,0,208,120.0,0
Sunny,City,15,59,27.0,0
Sunny,Rural,23,181,72.0,0
Sunny,Highway,4,151,33.0,0
Rainy,,8,24,90.0,0
,Highway,9,25,26.0,0
Rainy,Highway,12,11,28.0,0
Sunny,Rural,14,167,22.0,0
Foggy,Highway,11,39,97.0,0
Rainy,City,4,91,36.0,0
Foggy,Highway,4,40,63.0,0
Rainy,Highway,17,245,105.0,1
Foggy,Highway,11,249,65.0,1
Sunny,Rural,2,86,109.0,0
Sunny,Highway,6,157,77.0,0
Sunny,City,16,186,47.0,0
Rainy,Highway,18,123,128.0,1
Foggy,Highway,17,44,33.0,0
Sunny,Highway,0,32,28.0,0
Foggy,City,23,115,45.0,0
Foggy,Highway,4,106,21.0,0
Sunny,City,1,239,94.0,0
Sunny,City,0,236,100.0,0
Foggy,Highway,6,124,53.0,0
Sunny,City,10,109,38.0,0
Sunny,Rural,10,198,58.0,0
Sunny,Highway,17,221,101.0,0
Rainy,Highway,16,64,32.0,0
Foggy,City,1,204,24.0,0
Foggy,City,6,17,69.0,0
Rainy,Highway,6,177,42.0,0
Foggy,Rural,9,68,107.0,1
Sunny,City,21,137,48.0,0
Foggy,,20,41,91.0,0
Sunny,Rural,2,102,45.0,0
Rainy,Rural,11,16,98.0,0
Sunny,Highway,2,11,76.0,0
Foggy,Rural,10,94,20.0,0
Foggy,Highway,11,143,47.0,0
Foggy,Rural,3,229,81.0,1
Rainy,City,15,249,66.0,0
Rainy,Highway,19,115,129.0,1
Foggy,Highway,17,45,97.0,1
Sunny,Highway,3,169,125.0,0
Rainy,Rural,21,54,117.0,0
Foggy,City,5,51,78.0,0
Foggy,Highway,20,62,50.0,0
Rainy,Highway,14,119,89.0,0
Rainy,Highway,0,18,68.0,0
Rainy,Highway,2,212,24.0,0
Sunny,City,4,96,50.0,0
Sunny,Rural,21,123,56.0,0
Foggy,City,16,84,98.0,0
,Highway,13,186,34.0,0
Sunny,City,8,139,71.0,0
Rainy,Highway,2,204,126.0,1
Foggy,Rural,12,20,88.0,0
Sunny,Rural,2,59,111.0,0
Sunny,Rural,10,172,116.0,0
Sunny,,1,131,30.0,0
Foggy,City,23,152,62.0,1
Rainy,Rural,14,244,89.0,0
Sunny,Highway,12,84,42.0,0
Foggy,Highway,18,40,59.0,0
Rainy,City,21,101,82.0,0
Foggy,Rural,15,199,21.0,0
Rainy,Highway,17,165,98.0,1
Foggy,City,6,233,106.0,1
Rainy,Rural,12,162,105.0,1
Sunny,City,3,221,92.0,0
Rainy,City,8,101,66.0,1
Foggy,Highway,9,162,123.0,1
Foggy,Highway,8,84,49.0,0
Rainy,Highway,6,220,35.0,0
Sunny,City,14,101,78.0,0
Sunny,Highway,7,138,129.0,0
Rainy,City,18,196,66.0,1
Rainy,City,10,206,49.0,0
Foggy,Highway,4,211,128.0,1
Sunny,Rural,1,51,28.0,0
Rainy,Rural,9,119,84.0,1
Sunny,Rural,15,171,78.0,0
Rainy,City,22,237,121.0,1
Rainy,City,12,203,83.0,0
Sunny,City,7,27,27.0,0
Rainy,Highway,8,86,71.0,0
Rainy,City,10,142,37.0,0
Foggy,Highway,10,29,110.0,1
Rainy,Highway,22,203,101.0,1
Rainy,Rural,15,136,115.0,0
Rainy,Rural,9,84,77.0,0
Foggy,Rural,23,71,68.0,0
Sunny,Highway,11,231,51.0,0
Foggy,Highway,5,233,67.0,1
Foggy,Highway,11,41,64.0,0
Sunny,City,9,195,73.0,0
Foggy,Highway,17,187,119.0,1
Sunny,Rural,17,175,119.0,0
Foggy,Rural,3,192,104.0,1
Sunny,Highway,8,37,65.0,0
Rainy,Highway,6,83,115.0,0
Foggy,Rural,17,223,50.0,1
Foggy,Highway,7,90,56.0,0
Foggy,Rural,10,31,35.0,0
Foggy,City,6,180,65.0,1
Rainy,Rural,8,220,65.0,1
Foggy,City,7,218,97.0,1
Rainy,Highway,2,225,107.0,1
Rainy,Highway,16,173,108.0,1
Rainy,City,1,105,80.0,0
Rainy,Highway,14,131,65.0,0
Sunny,City,13,247,70.0,0
Sunny,Highway,17,132,81.0,0
Foggy,Rural,15,61,54.0,0
Sunny,Highway,19,173,100.0,0
Sunny,Rural,21,165,129.0,0
Foggy,Rural,3,87,61.0,0
Foggy,City,19,195,64.0,1
Foggy,Highway,5,173,87.0,1
Sunny,City,5,79,94.0,0
Sunny,Highway,10,146,66.0,0
Foggy,Rural,16,30,98.0,0
Rainy,Rural,23,73,49.0,0
Foggy,Highway,2,85,43.0,0
Rainy,Highway,12,70,85.0,0
Rainy,City,21,231,62.0,0
Foggy,Highway,2,104,53.0,0
Foggy,Highway,15,49,42.0,0
Foggy,Highway,14,193,80.0,1
Sunny,City,10,13,114.0,0
Rainy,Highway,17,40,56.0,0
Sunny,Rural,14,164,32.0,0
Sunny,City,4,195,116.0,0
,City,15,162,90.0,1
Sunny,Rural,15,78,115.0,0
Foggy,Rural,16,79,26.0,0
Rainy,Rural,8,14,61.0,0
Foggy,Highway,22,124,57.0,0
Sunny,Rural,2,100,71.0,0
Sunny,Highway,19,17,63.0,0
Foggy,City,12,18,83.0,0
Foggy,City,21,24,32.0,0
Sunny,Rural,2,237,107.0,0
Rainy,Highway,6,114,47.0,0
Rainy,Rural,5,16,115.0,0
Foggy,Rural,8,233,126.0,1
,Highway,11,81,101.0,0
Sunny,Rural,14,248,117.0,0
Foggy,City,20,124,117.0,1
Sunny,Rural,19,24,121.0,0
Sunny,Highway,2,174,20.0,0
Rainy,Highway,9,92,62.0,1
Foggy,City,0,48,61.0,0
Foggy,Highway,18,143,114.0,1
Rainy,Highway,18,220,69.0,1
Sunny,City,22,66,79.0,0
Sunny,Rural,22,101,20.0,0
Sunny,City,12,90,70.0,0
Sunny,Rural,11,243,35.0,0
Foggy,City,0,156,58.0,0
Foggy,Rural,18,136,34.0,0
Rainy,City,23,200,52.0,0
Rainy,Rural,15,168,106.0,1
Foggy,City,22,84,72.0,0
Foggy,Rural,22,88,124.0,0
Sunny,City,14,19,117.0,0
Sunny,Highway,15,116,36.0,0
Rainy,Rural,10,96,108.0,1
Foggy,City,23,76,125.0,0
Rainy,Rural,5,71,25.0,0
Foggy,Rural,10,140,50.0,0
Sunny,City,2,155,88.0,0
Rainy,Rural,14,162,123.0,1
Rainy,City,0,116,59.0,0
Foggy,Highway,6,157,49.0,0
Sunny,Rural,0,195,88.0,0
Rainy,Highway,16,102,95.0,0
Sunny,Rural,8,95,26.0,0
Rainy,Rural,22,187,128.0,1
Sunny,Rural,12,130,32.0,0
Foggy,City,10,88,23.0,0
Rainy,Highway,19,240,69.0,1
Rainy,Rural,5,19,125.0,0
Sunny,City,0,158,22.0,0
Sunny,Rural,6,38,31.0,0
Rainy,City,11,105,84.0,0
Foggy,Rural,21,19,46.0,0
Sunny,Highway,19,22,126.0,0
Sunny,Highway,22,56,69.0,0
Sunny,Rural,18,160,96.0,0
Rainy,City,16,59,36.0,0
Rainy,Rural,3,224,91.0,1
Rainy,City,2,232,51.0,0
Rainy,Rural,0,141,103.0,0
Foggy,City,17,125,70.0,1
Foggy,Highway,20,122,36.0,0
Rainy,Rural,14,204,53.0,0
Foggy,,7,94,54.0,0
Sunny,Highway,0,62,118.0,0
Sunny,,19,139,121.0,0
Sunny,Rural,13,77,125.0,0
Rainy,City,3,202,43.0,0
Sunny,City,4,88,73.0,0
Foggy,Highway,22,66,37.0,0
Rainy,City,12,106,69.0,0
Foggy,City,23,207,65.0,1
Sunny,Rural,14,144,67.0,0
Sunny,City,5,156,122.0,0
Sunny,,0,181,52.0,0
Rainy,City,22,72,106.0,0
Foggy,Highway,18,74,108.0,1
Rainy,Rural,12,48,120.0,0
Rainy,Highway,5,220,,0
Sunny,City,14,118,20.0,0
Rainy,Rural,15,35,104.0,0
Rainy,City,23,181,78.0,0
Sunny,Rural,22,21,29.0,0
Rainy,Rural,15,159,114.0,1
Sunny,City,9,86,127.0,0
Sunny,City,21,229,44.0,0
Sunny,,8,151,103.0,0
Sunny,Rural,8,95,76.0,0
Rainy,City,16,39,85.0,0
Sunny,Highway,16,181,34.0,0
Sunny,City,16,221,47.0,0
Rainy,Rural,23,245,32.0,0
Rainy,City,11,228,33.0,0
Foggy,Highway,12,175,85.0,1
Rainy,City,11,196,53.0,0
Rainy,Rural,13,179,118.0,1
Foggy,City,9,61,120.0,1
Rainy,Rural,22,72,44.0,0
Rainy,Rural,18,198,73.0,1
Rainy,City,1,129,98.0,0
Rainy,Rural,3,114,31.0,0
Foggy,Rural,18,171,28.0,1
Rainy,Highway,6,48,50.0,0
Rainy,Highway,14,50,97.0,0
Foggy,Highway,14,130,112.0,1
Sunny,Highway,23,117,72.0,0
Foggy,Rural,5,174,62.0,1
Sunny,City,2,74,57.0,0
Foggy,Rural,5,127,61.0,0
Foggy,Rural,15,88,91.0,0
Rainy,Rural,1,169,67.0,0
Sunny,City,6,17,86.0,0
Rainy,Highway,10,106,85.0,1
Sunny,Rural,6,27,35.0,0
Foggy,Rural,3,182,102.0,1
Foggy,Highway,23,230,113.0,1
Sunny,Rural,19,105,124.0,0
Rainy,City,6,42,35.0,0
Rainy,Rural,3,14,50.0,0
Rainy,Rural,11,219,77.0,0
Rainy,Highway,4,249,47.0,0
Foggy,Rural,22,136,23.0,0
Foggy,Rural,18,83,29.0,0
Foggy,City,4,135,70.0,0
Foggy,Highway,18,173,128.0,1
Foggy,Highway,20,234,37.0,0
Rainy,City,2,160,66.0,0
Rainy,Rural,10,177,51.0,0
Rainy,Highway,6,14,49.0,0
Rainy,Highway,16,43,55.0,0
Foggy,Rural,8,33,28.0,0
Foggy,Rural,20,154,55.0,0
Foggy,Highway,8,104,48.0,0
Sunny,Rural,9,80,35.0,0
Rainy,Highway,12,218,111.0,1
Rainy,Rural,14,101,40.0,0
Foggy,Rural,21,239,83.0,1
Rainy,City,4,134,85.0,0
Rainy,Rural,2,31,78.0,0
Foggy,City,7,24,129.0,0
Sunny,Rural,19,110,118.0,0
Sunny,Highway,9,24,47.0,0
Sunny,Highway,12,162,74.0,0
Foggy,Rural,2,62,119.0,0
Rainy,Rural,21,158,50.0,0
Foggy,Highway,7,111,52.0,0
Foggy,Rural,8,203,106.0,1
,City,21,228,79.0,0
Sunny,City,20,122,60.0,0
Sunny,City,11,41,100.0,0
Foggy,City,10,30,65.0,0
Sunny,City,1,205,68.0,0
Foggy,Rural,17,181,84.0,1
Foggy,Rural,8,92,61.0,1
Rainy,City,1,203,42.0,0
Rainy,Rural,1,227,46.0,0
Rainy,Rural,2,235,108.0,1
Foggy,City,15,23,51.0,0
Rainy,Rural,18,24,102.0,0
Sunny,Rural,3,157,107.0,0
Sunny,Rural,22,43,22.0,0
Foggy,City,17,173,79.0,1
Foggy,Rural,19,92,95.0,1
Rainy,Highway,17,18,118.0,0
Foggy,Highway,9,208,98.0,1
Foggy,City,10,167,36.0,1
Sunny,Highway,16,86,51.0,0
Sunny,City,23,228,26.0,0
Rainy,Highway,22,200,102.0,1
Foggy,Highway,23,245,90.0,1
Foggy,Highway,19,172,88.0,1
Sunny,City,15,150,77.0,0
Foggy,City,19,216,59.0,1
Sunny,Rural,12,183,104.0,0
Rainy,City,1,193,67.0,0
Sunny,Highway,23,18,70.0,0
Foggy,Highway,1,246,76.0,1
Rainy,City,13,224,90.0,0
Sunny,City,3,45,56.0,0
Sunny,City,16,126,106.0,0
Rainy,Rural,12,241,94.0,1
Rainy,Highway,3,12,93.0,0
Sunny,Rural,2,235,104.0,0
Foggy,Rural,11,28,74.0,0
Sunny,Highway,21,165,60.0,0
Rainy,Highway,22,32,116.0,0
Sunny,City,7,113,39.0,0
Rainy,City,1,246,52.0,0
Rainy,Rural,5,144,59.0,0
Foggy,City,21,114,118.0,1
Rainy,City,9,213,53.0,0
Rainy,Highway,11,151,81.0,0
Foggy,Highway,20,55,119.0,0
Rainy,City,9,152,110.0,1
Foggy,Highway,9,204,38.0,1
Foggy,City,22,24,62.0,0
Rainy,Highway,2,60,88.0,0
Rainy,Highway,19,225,82.0,1
Sunny,Highway,9,119,112.0,0
Foggy,Highway,8,17,29.0,0
Sunny,City,19,78,123.0,0
Rainy,Rural,18,199,32.0,0
Sunny,Highway,13,188,112.0,0
Foggy,City,1,72,24.0,0
Sunny,City,4,77,77.0,0
Foggy,Highway,19,215,,1
Rainy,Rural,7,153,95.0,1
Rainy,Highway,6,221,78.0,0
Foggy,City,5,161,96.0,1
Rainy,Rural,10,15,105.0,0
Rainy,City,11,128,123.0,0
Rainy,Highway,17,66,34.0,0
Rainy,Rural,18,40,96.0,0
Foggy,City,9,15,20.0,0
Sunny,City,20,236,57.0,0
Sunny,City,13,216,126.0,0
Rainy,Highway,2,166,128.0,1
Sunny,Rural,17,76,72.0,0
Sunny,Highway,23,212,71.0,0
Rainy,Highway,14,140,20.0,0
Rainy,Highway,5,165,30.0,0
Sunny,Rural,9,83,77.0,0
Foggy,Highway,11,123,126.0,1
Rainy,Highway,6,106,59.0,0
Foggy,Highway,16,185,105.0,1
Sunny,Highway,0,89,118.0,0
Rainy,,17,132,79.0,1
Foggy,Highway,14,147,63.0,0
Rainy,City,18,42,25.0,0
Sunny,Highway,0,237,47.0,0
Foggy,Rural,4,204,50.0,0
Sunny,City,14,206,27.0,0
Sunny,City,2,149,24.0,0
Rainy,City,0,194,125.0,1
Foggy,City,7,53,73.0,0
Sunny,Rural,11,22,127.0,0
Sunny,Highway,21,161,36.0,0
Foggy,City,18,181,57.0,1
Sunny,Rural,11,66,28.0,0
Sunny,City,12,105,93.0,0
Foggy,Highway,0,153,103.0,1
Foggy,City,18,233,97.0,1
Foggy,Rural,5,118,33.0,0
Foggy,Highway,7,238,,0
Rainy,Rural,3,129,112.0,0
Foggy,Highway,4,109,81.0,0
Rainy,Highway,21,158,110.0,1
Rainy,Highway,6,120,44.0,0
Rainy,City,22,213,99.0,1
Sunny,Rural,3,60,55.0,0
Rainy,Rural,19,30,117.0,0
Rainy,Rural,3,69,99.0,0
Sunny,Highway,14,188,52.0,0
Sunny,City,20,30,22.0,0
Sunny,Highway,4,116,106.0,0
Foggy,Rural,23,135,30.0,0
Sunny,City,8,143,77.0,0
Sunny,City,1,82,83.0,0
Rainy,City,6,202,37.0,0
Sunny,Rural,16,85,66.0,0
Foggy,City,15,195,124.0,1
Sunny,City,16,87,63.0,0
Foggy,Highway,19,143,112.0,1
Sunny,Highway,22,74,78.0,0
Sunny,City,1,95,69.0,0
Sunny,City,10,43,88.0,0
Sunny,Highway,1,65,107.0,0
Foggy,Highway,0,84,,0
Foggy,Highway,1,12,112.0,0
Rainy,Rural,22,179,109.0,1
Foggy,Rural,8,199,123.0,1
Sunny,Highway,21,15,86.0,0
Rainy,City,1,15,,0
Rainy,Highway,14,200,44.0,0
Rainy,Rural,9,157,38.0,0
Sunny,,14,158,59.0,0
Foggy,Rural,9,11,21.0,0
Sunny,City,22,227,102.0,0
Rainy,Rural,16,232,84.0,0
Sunny,City,8,99,81.0,0
Sunny,City,17,65,110.0,0
Foggy,City,3,105,73.0,0
Foggy,City,8,19,64.0,0
Rainy,Rural,15,96,68.0,0
Sunny,Rural,3,79,118.0,0
Sunny,City,15,160,124.0,0
Foggy,City,18,229,,1
Sunny,Rural,0,122,57.0,0
Sunny,City,22,39,23.0,0
Sunny,City,5,137,36.0,0
Foggy,City,9,87,72.0,0
Rainy,Highway,15,174,104.0,1
Rainy,City,3,64,72.0,0
Sunny,Highway,21,233,50.0,0
Rainy,City,21,58,41.0,0
Foggy,Rural,12,43,30.0,0
Foggy,Highway,15,114,53.0,0
Rainy,Highway,19,181,34.0,0
Rainy,City,5,31,29.0,0
Sunny,City,10,40,121.0,0
Rainy,Highway,23,144,115.0,0
Sunny,Rural,2,114,72.0,0
Sunny,Rural,19,158,67.0,0
Foggy,City,9,25,50.0,0
Foggy,Rural,0,29,56.0,0
Foggy,Rural,19,52,127.0,1
Foggy,City,10,181,47.0,1
Rainy,Rural,11,56,50.0,0
Foggy,City,13,123,89.0,0
Rainy,Highway,7,28,33.0,0
Foggy,City,10,57,106.0,1
Rainy,Highway,3,233,35.0,0
Sunny,Highway,6,216,44.0,0
Rainy,Rural,9,206,58.0,0
Rainy,Rural,18,148,85.0,1
Foggy,Rural,3,216,57.0,0
Rainy,City,1,166,60.0,0
Sunny,Rural,20,54,122.0,0
Sunny,Highway,17,205,117.0,0
Foggy,Rural,13,173,59.0,0
Sunny,Rural,15,185,126.0,0
Rainy,City,21,96,,0
Sunny,City,10,24,,0
Foggy,Highway,9,119,119.0,1
Rainy,City,16,181,35.0,0
Foggy,Rural,13,204,101.0,1
Rainy,City,21,105,96.0,0
Sunny,Highway,3,211,78.0,0
,Rural,18,177,120.0,1
Foggy,Highway,1,111,110.0,1
Rainy,City,6,95,117.0,0
Foggy,City,8,151,30.0,1
Rainy,Highway,18,200,20.0,0
Rainy,Rural,15,90,32.0,0
Rainy,City,21,222,49.0,0
Rainy,City,15,60,88.0,0
Sunny,Rural,17,121,37.0,0
Rainy,City,22,216,97.0,1
Foggy,Highway,20,195,32.0,0
Sunny,City,20,24,51.0,0
Foggy,City,10,74,90.0,0
Sunny,Rural,6,97,91.0,0
Rainy,Highway,8,192,69.0,1
Sunny,Rural,3,85,90.0,0
Sunny,City,12,19,99.0,0
Foggy,City,3,247,126.0,1
Foggy,Rural,18,243,50.0,1
Rainy,Rural,1,51,70.0,0
Sunny,Rural,8,104,46.0,0
Sunny,Highway,11,20,79.0,0
Sunny,City,1,127,52.0,0
Rainy,Rural,5,153,72.0,0
Rainy,City,4,134,112.0,0
Rainy,Highway,4,210,91.0,1
Rainy,Highway,19,248,52.0,0
Rainy,Highway,21,87,60.0,0
Foggy,Highway,4,156,38.0,0
Sunny,City,3,168,104.0,0
Sunny,Highway,8,210,60.0,0
Sunny,Highway,21,237,104.0,0
Sunny,Rural,9,190,108.0,0
Sunny,Highway,15,240,61.0,0
Sunny,Rural,9,99,42.0,0
Sunny,Highway,9,17,94.0,0
Sunny,Highway,18,161,52.0,0
Foggy,Rural,9,145,39.0,0
Sunny,Highway,5,220,44.0,0
Foggy,City,16,120,109.0,1
Rainy,City,4,185,123.0,1
Sunny,Highway,5,167,71.0,0
Rainy,City,23,67,31.0,0
Rainy,,14,95,51.0,0
Rainy,Highway,18,64,52.0,0
Foggy,Highway,17,210,93.0,1
Rainy,Rural,3,131,87.0,0
Rainy,Rural,7,199,34.0,0
Rainy,,15,117,70.0,0
Sunny,Highway,23,57,25.0,0
Sunny,Rural,18,141,110.0,0
Foggy,Rural,19,174,88.0,1
Foggy,City,2,145,88.0,0
Sunny,City,9,138,101.0,0
Foggy,Highway,1,229,111.0,1
Sunny,City,3,207,54.0,0
Rainy,City,5,56,105.0,0
Rainy,Rural,10,237,,0
Foggy,Rural,13,212,82.0,1
Sunny,City,15,14,87.0,0
Sunny,City,20,187,37.0,0
Foggy,City,18,33,124.0,1
Sunny,Highway,1,184,45.0,0
Rainy,Highway,16,27,125.0,0
Foggy,Highway,8,93,105.0,1
Foggy,City,16,165,116.0,1
Sunny,,14,214,80.0,0
Foggy,Highway,6,14,126.0,0
Sunny,Highway,21,39,97.0,0
Sunny,City,22,10,114.0,0
Sunny,Rural,18,95,93.0,0
Sunny,Highway,2,91,107.0,0
Sunny,City,0,183,104.0,0
Foggy,City,3,78,67.0,0
Rainy,Rural,17,40,91.0,0
Rainy,City,7,207,115.0,1
Foggy,City,18,100,50.0,0
Foggy,Highway,22,193,53.0,0
Rainy,Highway,22,226,106.0,1
Rainy,Rural,5,102,108.0,0
Rainy,Rural,0,136,26.0,0
Rainy,City,7,165,102.0,1
Rainy,Highway,0,25,26.0,0
Sunny,Rural,18,63,66.0,0
Foggy,Rural,10,190,27.0,1
Sunny,Rural,20,149,97.0,0
Rainy,City,23,29,20.0,0
Rainy,Highway,14,91,96.0,0
Rainy,Rural,22,171,22.0,0
Sunny,Highway,10,190,72.0,0
Sunny,Rural,18,201,111.0,0
Rainy,Rural,20,160,57.0,0
Sunny,Highway,9,118,70.0,0
Sunny,Highway,23,164,34.0,0
Rainy,Highway,11,122,119.0,0
Sunny,City,0,26,86.0,0
Foggy,Rural,23,185,83.0,1
Foggy,,6,158,87.0,1
Foggy,Highway,16,187,24.0,0
Foggy,Rural,9,177,109.0,1
Rainy,City,5,135,108.0,0
Rainy,Rural,16,232,29.0,0
Rainy,City,17,12,27.0,0
Foggy,Highway,4,26,31.0,0
Foggy,City,17,198,83.0,1
Sunny,Rural,16,59,78.0,0
Sunny,Rural,21,131,86.0,0
Foggy,Rural,15,99,110.0,1
Foggy,Rural,7,96,69.0,0
Foggy,Highway,23,15,42.0,0
Foggy,City,12,165,59.0,0
Sunny,Highway,23,209,116.0,0
Foggy,Highway,15,64,97.0,0
Sunny,Highway,10,195,106.0,0
Foggy,Rural,5,182,114.0,1
Foggy,Rural,2,209,96.0,1
Foggy,Rural,0,156,95.0,1
Sunny,City,17,111,118.0,0
Sunny,Rural,4,38,37.0,0
Rainy,City,12,160,40.0,0
Foggy,Rural,9,120,128.0,1
Rainy,Rural,4,169,125.0,1
Rainy,Highway,13,19,20.0,0
Sunny,Highway,16,100,57.0,0
